task_id,task_number,section_id,task_index_in_section,page_start,page_end,raw_text
"task_0552","4.19","4","19","139","139","4.19. На плоскую поверхность тонкой плоско-выпуклой положи-
тельной линзы нанесено абсолютно отражающее покрытие. На выпук-"
"task_0553","4.20","4","20","140","140","4.20. Узкий пучок импульсного лазерного излучения с энергией
W=0,4 Дж и длительностью T= 10-° с падает на собирающую
линзу параллельно главной оптической оси. Расстояние от пучка до
оси линзы Е (F — фокусное расстояние линзы). Найти величину
средней силы, действующей на линзу со стороны света, если полови-
на энергии лазерного излучения поглощается в линзе. Отражением
от поверхности линзы пренебречь. (Билет 8, 1992)"
"task_0554","4.21","4","21","140","140","4.21. За линзой с фокусным расстоянием F = — 5 см расположена
линза с фокусным расстоянием F, = 25 см так, что их главные опти-
ческие оси совпадают. Эта оптическая система создает изображение
предмета, расположенного перпендикулярно главной оптической оси.
Как изменится величина изображения, если линзы поменять местами?
Расстояние между линзами L = 20 см. (Билет 9, 1992)"
"task_0555","4.22","4","22","140","140","4.22. Математический маятник рас-
качивается с амплитудой А =1 см в №
плоскости рисунка (рис. 4.11). Равно- | \
весное положение нити маятника Ha- М
ходится на расстоянии 2 =У5 см от qo ;
переднего фокуса тонкой положитель- о р о
ной линзы. Расстояние между изобра-
жениями маятника, лежащими на Pue. 4.

главной оптической оси линзы, равно
A =2 см. Найти фокусное расстояние линзы. (Билет 10, 1992)"
"task_0556","4.23","4","23","140","140","4.23. Две тонкие положительные линзы расположены друг за дру-
гом так, что их главные оптические оси совпадают. Расстояние между
линзами 14 см. Фокусное расстояние первой линзы Е, =10 см, вто-
рой — F,=4 см. Эта система создает изображение предмета, распо-
ложенного перпендикулярно главной оптической оси. Величина изо-
бражения h,=4 мм. Какова будет величина изображения h,, если
линзы поменять местами? (Билет 11, 1992)"
"task_0557","4.24","4","24","140","140","4.24. Математический маятник колеблется в плоскости рисунка
с амплитудой A=1 см. Равновесное положение нити маятника
находится на расстоянии а = 4 см от тонкой отрицательной линзы

| с фокусным расстоянием 2 см (рис. 4.12). Найти расстояние между
изображениями маятника, лежащими на главной оптической оси
системы. (Билет 12, 1992)"
"task_0558","4.25","4","25","141","141","4.25. В интерференционной схеме параллельный пучок монохрома-
тического света с длиной волны A = 5000 А падает под углом а = 60°
на систему из двух плоскопараллельных, полупрозрачных зеркал /, 2
(рис. 4.13). Часть светового пучка отражается от зеркала /, оставшая-
ся часть, пройдя зеркало /, частично отражается от зеркала 2 и, снова
пройдя зеркало /, вместе с пучком, отраженным от зеркала /, с по-
мощью собирающей линзы Л фокусируется на приемник П, сигнал ко-
торого пропорционален интенсивности падающего на него света. Ка-
кова будет частота переменного сигнала, регистрируемого приемни-
ком, в случае равномерного движения второго зеркала (относительно
первого) со скоростью и = 0,01 см/с? (Билет 1, 1993)

me) 4.26. Точечный источник мо-

р РИ 4 нохроматического света S с дли-

al ГП ной волны A= 6000 A располо-
$ Я жен между двумя неподвижны-
ЕЙ a ми, плоскопараллельными зерка-

| лами, расстояние между которы-

L ми а=3 см (рис. 4.14). На уда-

Рис. 4.14. ленном расстоянии [=|1м от

источника расположен экран Э,, на котором наблюдается интер-
ференционная картина, создаваемая двумя пучками света, отра-
женными от зеркал. Прямой пучок света от источника перекры-
вается экраном Э,. В плоскости экрана Э, (симметрично относи-
тельно зеркал) расположен приемник П, сигнал которого пропор-
ционален интенсивности падающего на него света. Размер прием-
ника мал по сравнению с шириной интерференционных полос на
экране Э,. Учитывая только однократные отражения света от зер-
кал, определить частоту переменного сигнала, регистрируемого
приемником, который возникает при движении источника в на-
правлении, перпендикулярном зеркалам со скоростью v = 0,1 мм/с.

Указание: при В<<|1 имеет место формула VI+B = 1 +58.

(Билет 2, 1993)"
"task_0559","4.27","4","27","142","142","4.27. Параллельный пучок монохроматического света с длиной
волны A= 6000 А падает на экран Э,, расположенный в фокальной
плоскости собирающей линзы Л с фокусным расстоянием Е=50 см
(рис. 4.15). В экране 3, име- 9
ются две узкие, симметрич- 2, ABS 2
ные щели (расположенные | ed ie К
перпендикулярно плоскости и В
рисунка), расстояние между — a es anne Ors
которыми мало по сравнению С oN А
с Ри равно а = 6 мм. На не- | —> Е ИИ
котором расстоянии за линзой - “ee
(в той области, где пучки све- г
та от обеих щелей перекрыва- Puc. 4.15
ются) расположен экран JF, a
на котором наблюдается интерференционная картина. В плоскости
экрана Э, расположен приемник Л, сигнал которого пропорционален
интенсивности падающего на него света. Размер приемника мал по
сравнению с шириной интерференционных полос. При равномерном
движении приемника вдоль экрана (поперек интерференционных по-
лос) приемник регистрирует переменный сигнал с частотой
/=20 Гц. Определить скорость И приемника.
Указание: при В << 1 имеет место формула УГЕВ=1 +58.
(Билет 3, 1993)"
"task_0560","4.28","4","28","142","142","4.28. Точечный источник монохроматического света 5 с длиной
волны Л = 5000 А расположен посередине между неподвижными пло-
скопараллельными зеркалами, i
расстояние между которыми ЕАН У
а=4 см (рис. 4.16). На удален- | - ее {17
ном расстоянии L = 2 м от источ- ———>= i
ника расположен зкран J,, Ha ко- ;
тором наблюдается интерферен- L
ционная картина, создаваемая Рис. 4.16.
двумя пучками света, отраженными от зеркал (остальными отражени-
ями пренебречь). Прямой пучок света от источника перекрывается эк-
раном Э.. В плоскости экрана Э, расположен приемник П, сигнал ко-
торого пропорционален интенсивности падающего на него света. Раз-
мер приемника мал по сравнению с шириной интерференционных
полос на экране 3,. При равномерном движении приемника вдоль эк-
рана (поперек интерференционных полос) приемник регистрирует пе-
ременный сигнал с частотой / = 80 Гц. Определить скорость v прием-
ника учитывая только однократные отражения света от зеркал.
Указание: при В<< 1 имеет место формула УГ- В = 1 + ; В.
(Билет 4, 1993)"
"task_0561","4.29","4","29","143","143","4.29. Тонкая собирающая линза с фокусным расстоянием
Е=15 см прикреплена к стенке аквариума, заполненного водой
(п = 4/3). На линзу под углом а падает параллельный пучок света.
Известно, что луч, прошедший сквозь линзу на расстоянии A от ее
оптического центра, не изменяет своего направления. Найти угол а, |
если А =5 мм. (Билет 5, 1993) |"
"task_0562","4.30","4","30","143","143","4.30. На стеклянную плоскопараллельную пластинку толщиной |
Н = 3 мм падает узкий пучок монохроматического света. Пучок па- |
раллелен оптической оси ОО’, которая перпендикулярна к пластине и
проходит через ее центр (рис. 4.17). Расстояние между пучком и осью
ОО’ Е = 3 см. Показатель преломления стекла для падающего на пла-
стинку света имеет радиальную зависимость:

2 |
r
«9-м [- (8 |
где мо иго — константы (пу = 1,5, 79 =9 см). Определить угол меж- |
ду выходящим пучком и осью ОО’. (Билет 6, 1993)
H |
я 4 | | =-2
R| | Pain
a mo =) R
¢ =.
| rt oO | oO
Puc. 4.17. Puc. 4.18. Puc. 4.19."
"task_0563","4.31","4","31","143","143","4.31. Тонкая рассеивающая линза с фокусным расстоянием
Е = 15 см прикреплена к стенке аквариума, заполненного водой
(n = 4/3). На линзу под углом а падает параллельный пучок света
(рис. 4.18). Известно, что луч, прошедший сквозь линзу на расстоя-
нии A от ее оптического центра, не изменяет своего направления. Най-
ти A, если tg a = 0,08. (Билет 7, 1993)"
"task_0564","4.32","4","32","143","143","4.32. На стеклянную плоскопараллельную пластинку толщиной
Н=4 мм падает узкий пучок монохроматического света. Пучок
параллелен оптической оси ОО’, которая перпендикулярна к пла-
стинке и проходит через ее центр (рис. 4.19). Расстояние между
пучком и осью ОО’ К = 5 см. Показатель преломления стекла для
падающего на пластинку света имеет радиальную зависимость:

2
r
п(г) = na! + [@ |:
о
где пу и го — константы (пу = 1,4, г, = 10 см). Определить угол
между выходящим пучком и осью ОО’. (Билет 8, 1993)"
"task_0565","4.33","4","33","144","144","4.33. Минимальное расстояние, с которого можно снять фотоаппа-
ратом, равно 48 см. Увеличение при этом оказывается максималь-
ным и равно 1/7. Какой максимальный размер чертежа можно пере“
снять этим аппаратом, используя удлинительное кольцо толщиной
А=1/7 см? Размер кадра на пленке 24 x 36 мм?.
Указание: удлинительное кольцо устанавливается между объ-
ективом и пленкой и служит для дополнительного увеличения рас-
| стояния между ними. (Билет 9, 1993)"
"task_0566","4.34","4","34","144","144","4.34. Площадь изображения треугольника АВС в в
| 32 раза меньше площади самого треугольника. Опре-
| делить, с каким увеличением Г изображается сторо- AC
| на ВС, если точка A лежит в фокусе рассеивающей Е
линзы (рис. 4.20). (Билет 10, 1993)"
"task_0567","4.35","4","35","144","144","4.35. Максимальное увеличение, с которым мож- Рис. 4.20.
но снимать фотоаппаратом, равно 1/9. Какой ми-
| нимальной толщины удлинительное кольцо необходимо использо-
вать, чтобы переснять чертеж размером 120 х 180 мм? Фокусное рас-
стояние объектива F = 5 см, размер кадра на пленке 24 x 36 Mm’.
| Указание: удлинительное кольцо устанавливается между объ-
ективом и пленкой и служит для дополнительного увеличения рас-
стояния между ними. (Билет 11, 1993)"
"task_0568","4.36","4","36","144","144","4.36. Линза создает изображение прямоуголь- с
ного треугольника, катет АВ которого лежит на
| главной оптической оси (рис. 4.21). Площадь А (a)
| изображения треугольника в 9 раз меньше пло- F
щади самого треугольника. Найти, с каким уве-
личением изображается катет BC, если точка
А лежит на двойном фокусном расстоянии от Puc. 421.
линзы. (Билет 12, 1993)"
"task_0569","4.37","4","37","144","144","4.37. Поверхность озера глубиной Н == 1,3 м покрыта тонким сло-
ем льда со снегом, практически не пропускающим свет. Найти пло-
щадь светлого пятна на дне озера от полыньи в форме круга радиуса
к=2 м. Озеро освещается рассеянным светом. Показатель прелом-
ления воды п = 4/3. (Билет 1, 1994)"
"task_0570","4.38","4","38","144","144","4.38. На горизонтальном дне водоема лежит монета радиуса
r=2cm. На каком максимальном расстоянии от монеты надо поме-
стить в воде плоский экран радиуса Е = 5 см, чтобы монету нельзя
было обнаружить из воздуха при спокойной поверхности воды? По-
казатель преломления воды 4/3. (Билет 2, 1994)"
"task_0571","4.39","4","39","144","144","4.39. На спокойной поверхности водоема появилось пятно загрязне-
ния радиуса R = 5 м, не пропускающее свет. Определите размер обла-
сти на дне водоема, куда не попадает свет. Поверхность воды освеща-

| ется рассеянным светом. Глубина водоема H = 2,6 м. Показатель пре-
| ломления воды п = 4/3. Отражение от дна не учитывать. (Билет 3, 1994)"
"task_0572","4.40","4","40","145","145","4.40. Цилиндрический стеклянный сосуд заполнен до краев водой
и поставлен на стол. Сверху на сосуд положили лист бумаги с круг-
лым отверстием так, что его центр оказался на оси симметрии сосуда.
Через отверстие какого минимального радиуса можно разглядеть все
дно сосуда? Глубина сосуда H = 5,2 см, радиус дна R= 8 см, показа-
тель преломления воды п = 4/3. (Билет 4, 1994)"
"task_0573","4.41","4","41","145","145","4.41. Тонкий пучок лучей света падает перпендикулярно на
плоскую поверхность половины оптически прозрачного шара
(рис. 4.22). Радиус шара К, расстояние от луча до оси ОО’, про-
ходящей через центр шара О, равно а = 0,6, показатель прелом-
ления материала шара п = 4/3. Найти расстояние от точки О до
точки А пересечения луча, преломленного на сферической поверх-
ности, с осью ОО’. (Билет 5, 1994)

Се
[2] д O =>
NY
>
>
Puc. 4.22. Puc. 4.23."
"task_0574","4.42","4","42","145","145","4.42. Оптически прозрачный шар радиуса Е помещен в параллель-
ный пучок лучей света. Минимальное расстояние, пройденное одним
из преломленных лучей внутри шара (до первого пересечения с по-
верхностью), оказалось равным V7 А/2. Найти показатель преломле-
ния материала шара. (Билет 6. 1994)"
"task_0575","4.43","4","43","145","145","4.43. Луч света падает на поверхность стеклянного шара парал-
лельно некоторой оси ОО’, проходящей через его центр. Угол паде-
ния этого луча на поверхность шара ф = агсзш (24/25). Преломлен-
ный луч проходит через точку пересечения этой оси с поверхностью
шара. Найти показатель преломления стекла. (Билет 7, 1994)"
"task_0576","4.44","4","44","145","145","4.44. Шар из оптически прозрачного материала помещен в парал-
лельный пучок света (рис. 4.23). Угол падения одного из лучей на по-
верхность шара ф = arctg (4/3). Угол его отклонения от первоначаль-
ного направления после двух преломлений на поверхности шара

6 = 2 arctg (7/24). Найти показатель пре-
ломления материала шара. (Билет 8, 1994)"
"task_0577","4.45","4","45","145","145","4.45. На главной оптической оси линзы с
фокусным расстоянием 10 см лежит спичка
та (рис. 4.24). Линза создает действительное
изображение спички с увеличением 25/3.
Если спичку повернуть на 90° вокруг ее се-
редины (точка С), то она будет изобра-
Рис. 4.24. жаться с увеличением 2,5. Определить дли-
ну спички. (Билет 9, 1994)"
"task_0578","4.46","4","46","146","146","4.46. На главной оптической оси положительной линзы с фокусным
расстоянием 5 см лежит спица. Линза создает действительное изобра-
жение спицы. Спицу передвинули параллельно самой себе и перпен-
дикулярно главной оптической оси на расстояние р. При этом длина
изображения спицы увеличилась в 1,2 раза. Найти A. (Билет 10, 1994)"
"task_0579","4.47","4","47","146","146","4.47. На главной оптической оси положительной линзы лежит бу-
лавка так, что ее середина находится на двойном фокусном расстоя-
нии от линзы. С каким увеличением изображается булавка, если ее
длина втрое меньше фокусного расстояния линзы? (Билет 11, 1994)"
"task_0580","4.48","4","48","146","146","4.48. Параллельно главной оптической оси тонкой отрицатель-
ной линзы на расстоянии 6 см от оси расположен прямолинейный
кусок проволоки. Если, не меняя расстояния от проволоки до лин-
зы, переместить проволоку на главную оптическую ось, то длина
ее изображения уменьшится в 1,3 раза. Определить фокусное рас-
стояние линзы. (Билет 12, 1994)
3 Л Е)
ae bd
дэ aon ай
ЕЕ
= TE
7 7
Рис. 4.25. Рис. 4.26."
"task_0581","4.49","4","49","146","146","4.49. Маленький воздушный пузырек всплывает по центру прямо-
угольного сосуда, заполненного прозрачной жидкостью с показателем
преломления и = 1,4 (рис. 4.25). С помощью собирающей линзы с
фокусным расстоянием F = 24 см его изображение наблюдают на эк-
ране Э. Скорость перемещения изображения пузырька на экране в
момент пересечения главной оптической оси линзы и = 80 см/с.
Определить скорость и пузырька. Линейные размеры: / = 56 см,
[, = 10 см. (Билет 1, 1995)"
"task_0582","4.50","4","50","146","146","4.50. С помощью оптической схемы, состоящей из плоского зер-
кала 3, положительной линзы Л и экрана Э, наблюдают за падением
маленьких шариков в сосуде с прозрачной жидкостью, показатель
преломления которой и = 1,5 (рис. 4.26). В начальный момент на
экране наблюдается изображение поверхности жидкости и неподвиж-
ного шарика. Затем линзу перемещают направо вдоль главной опти-
ческой оси на расстояние Д = 2 см и отпускают шарик. Через время
т=5с на экране появляется резкое изображение шарика. Полагая,
чтб шарик падает с постоянной скоростью и, определить се величину.

Расстояние а = 30 см. (Билет 2, 1995)"
"task_0583","4.53","4","53","147","147","4.53. На главной оптической оси тонкой собирающей линзы с
фокусным расстоянием F = 20cm расположено плоское зеркальце
на расстоянии L=3F от линзы (рис. 4.29). Зеркальце вращается
с угловой скоростью «= 0,1 рад/с вокруг оси, перпендикулярной

© плоскости рисунка и проходящей через

EX точку А. На расстоянии а = 5F/4 от лин-

5 а/ ЧА зы расположен точечный источник света

р | 5. На каком расстоянии от точки А по-

1. лучится изображение источника 5 в сис-

теме линза—зеркальце в результате одно-

Рис. 4.29. кратного прохождения лучей от источника

5 через линзу? Найдите скорость (модуль и угол между вектором

скорости и главной оптической осью) этого изображения в момент,

когда угол между плоскостью зеркальца и главной оптической
осью a = 60°. (Билет 5, 1995)"
"task_0584","4.54","4","54","147","147","4.54. На главной оптической оси тонкой рассеивающей линзы с фо-
кусным расстоянием F = 10 см расположено плоское зеркальце на
расстоянии L = 4,2F от линзы (рис. 4.30). Зеркальце вращается с уг-
ловой скоростью w = 0,05 рад/с вокруг оси, перпендикулярной пло-
скости рисунка и проходящей через точку А. На расстоянии а = 4F от
линзы расположен точечный источник света 5."
"task_0585","4.55","4","55","148","148","4.55. Ha главной оптической оси тонкой собирающей линзы с фо-
кусным расстоянием F = 15 см расположено плоское зеркальце на
расстоянии Ё = SF от линзы (рис. 4.31). Зеркальце вращается с по-
стоянной угловой скоростью W вокруг оси, перпендикулярной пло-
скости рисунка и проходящей через точку А. На расстоянии
4=1,2Е от линзы расположен точечный источник света 5. В неко-
торый момент времени скорость перемещения изображения, полу-

| ченного в результате однократного прохождения лучей от источника
5 через линзу и отражения в зеркальце, была параллельна главной
оптической оси и равна У = 3 см/с.

1) На каком расстоянии от точки А находится изображение?

| 2) Найти угловую скорость @ вращения зеркальца и угол а между
| его плоскостью и главной оптической осью в указанный момент вре-
мени. (Билет 7, 1995)
©
р
] . с
\ Pd ofA ——_
р
, Рис. 4.32.
] 4.56. На главной оптической оси тонкой рассеивающей линзы с
, фокусным расстоянием F = 20 см расположено плоское зеркальце на
расстоянии L=5,1F от линзы (рис. 4.32). Зеркальце вращается с
постоянной угловой скоростью с вокруг оси, перпендикулярной пло-
скости рисунка и проходящей через точку A. На расстоянии 4 = 9F
от.линзы расположен точечный источник света 5. В некоторый мо-
мент времени скорость перемещения изображения, полученного в ре-
зультате однократного прохождения лучей от источника 5 через лин-"
"task_0586","4.58","4","58","149","149","4.58. Фокусное расстояние тонкой собирающей линзы Р = 30 см.
Точечный источник света 5 находится на расстояниях F/2 от линзы
ий = З см от ее главной оптической оси. Угол между двумя лучами,
один из которых параллелен главной оптической оси, равен а
(рис. 4.34).

1) Найти угол а, если угол между этими лучами после прохожде-
ния линзы В = 0,15.

2) Определить расстояния от изображения источника 5 до линзы
и главной оптической оси. Считать углы а и В малыми и # << Р.

(Билет 10, 1995)

$ р

== — |
Е р h Lia
F Е F р
272
Рис. 4.34. Рис. 4.35. Рис. 4.36."
"task_0587","4.59","4","59","149","149","4.59. В фокальной плоскости тонкой рассеивающей линзы на рас-
стоянии й = 1 см от ее главной оптической оси расположен точечный
источник света 5. Угол между двумя лучами, один из которых па-
раллелен главной оптической оси, равен а (рис. 4.35). Фокусное рас-
стояние линзы F = 12 см.

1) Найти угол a, если угол между этими лучами после прелом-
ления в линзе стал В = 0,24.

2) На каких расстояниях от линзы и от главной оптической оси
получится изображение источника 5? Считать, что а и В малы и
А << Е. (Билет 11, 1995)

|
1"
"task_0588","4.60","4","60","150","150","4.60. Фокусное расстояние тонкой собирающей линзы Е = 40 см.
Точечный источник света 5 расположен на расстояниях F/2 от линзы
ий == 5 см от ее главной оптической оси. Угол между двумя лучами,
один из которых параллелен главной оптической оси, a= 0,2
(рис. 4.36).

1) Найти угол В между этими лучами после прохождения линзы.

2) Определить расстояния от изображения источника 5 до лин-
зы и главной оптической оси. Считать углы а и В малыми и
в << Е. (Билет 12, 1995)"
"task_0589","4.61","4","61","150","150","4.61. В отверстие радиусом К = 1,5 см в тонкой непрозрачной пе-
регородке вставлена тонкая собирающая линза. Точечный источник
света расположен на главной оптической оси линзы по одну сторону
перегородки. По другую сторону перегородки находится экран. Эк-
ран, соприкасавшийся вначале с линзой, отодвигают от линзы. В ре-
зультате радиус светлого пятна на экране плавно увеличивается и на
расстоянии L = 18 см от перегородки достигает значения г, = 3 см.
Если линзу убрать, оставив экран на месте, то радиус пятна на эк-
ране станет r, = 4,5 см.

1) Найти расстояние от источника до линзы.

2) Определить фокусное расстояние линзы. (Билет 1, 1996)"
"task_0590","4.62","4","62","150","150","4.62. Тонкая собирающая линза вставлена в отверстие радиусом
R=2,5 см в тонкой непрозрачной ширме. Точечный источник света
расположен на расстоянии 4 = 15 см от линзы на ее главной оптиче-
ской оси. Экран, находящийся по другую сторону ширмы, чем источ-
ник, отодвигают от линзы. В результате радиус светлого пятна на
экране плавно уменьшается и на расстоянии L = 12 см от линзы ста-
новится равным г = 1,5 см.

1) На каком расстоянии от линзы надо поместить экран, чтобы
получить четкое изображение источника?

2) Найти фокусное расстояние линзы. (Билет 2, 1996)"
"task_0591","4.63","4","63","150","150","4.63. В отверстие радиусом К = 1 см в тонкой непрозрачной пере-
городке вставлена тонкая рассеивающая линза. По одну сторону пере-
городки на главной оптической оси линзы расположен точечный ис-
точник света. По другую сторону перегородки на расстоянии L = 24 см
от нее находится экран. Радиус светлого пятна на экране г, = 4 см. Ес-
ли линзу убрать, то радиус пятна на экране станет г, = 2 см.

1) Найти расстояние от источника до линзы.

2) Определить фокусное расстояние линзы. (Билет 3, 1996)"
"task_0592","4.64","4","64","150","150","4.64. Тонкая собирающая линза вставлена в отверстие радиусом
R=2cm в тонкой непрозрачной ширме. Точечный источник света
расположен слева от ширмы на расстоянии 4 = 30 см от линзы на ее
главной оптической оси. На экране, находящемся справа от ширмы,
получено резкое изображение источника. После перемещения экрана
вправо вдоль главной оптической оси на расстояние L = 15 см на нем
появилось светлое пятно радиусом г = 0,5 см."
"task_0593","4.65","4","65","151","151","4.65. Высота комнаты H, = 3,3 м. На расстоянии Н, = 2,2 м от по-

ла висит лампа. Нить накала лампы можно считать точечным источ-

ником света. На полу лежит плоское зеркальце прямоугольной фор-

мы размерами 4х 6 cm’.

1) На каком расстоянии от потолка находится изображение нити
накала лампы в зеркальце?
2) Найти форму и размеры «зайчика», полученного от зеркальца

на потолке. (Билет 5, 1996)"
"task_0594","4.66","4","66","151","151","4.66. На стене в комнате висит плоское зеркало в форме ромба с
диагоналями 16 см и 12 см. Лампочка висит на расстояниях 5, =2м
от стены с зеркалом и 5$, =1м от противоположной стены. Нить q
накала лампочки можно считать точечным источником света. }
1) На каком расстоянии Х от противоположной стены находится ‘
изображение нити накала лампочки в зеркале?

2) Найти форму и размеры «зайчика», полученного от зеркала на
противоположной стене. (Билет 6, 1996)"
"task_0595","4.67","4","67","151","151","4.67. Лампочка настольной лампы находится на расстояниях

L, = 0,6 м от поверхности стола и Г, = 1,8 м от потолка. Нить нака-

ла лампочки можно считать точечным источником света. На столе

лежит осколок плоского зеркала в форме треугольника со сторонами

5 см, бсм и 7 см.

1) На каком расстоянии от потолка находится изображение нити
накала лампочки в зеркале?

2) Найти форму и размеры «зайчика», полученного от осколка
зеркала на потолке. (Билет 7, 1996) |"
"task_0596","4.68","4","68","151","151","4.68. В комнате на стене висит плоское зеркало в форме эллипса,
большая и малая оси которого равны 15 см и 10 см. Стена с зеркалом
находится на расстояниях X, = | м от висящей лампочки и X,=3M

от противоположной стены. Нить накала лампочки можно считать \

точечным источником света.

1) На каком расстоянии Х от противоположной стены находится |
изображение нити накала лампочки в зеркале?

2) Найти форму и размеры «зайчика», полученного от зеркала на
противоположной стене. (Билет 8, 1996) |"
"task_0597","4.69","4","69","151","151","4.69. Тонкая собирающая линза диаметром D= 5 см с фокусным
расстоянием F = 50 см разрезана по диаметру, и ее половинки раз-
двинуты симметрично относительно ее главной оптической оси ОО’

на расстояние а = 1 см. Сверху и снизу половинки линзы ограничены

двумя зеркальными полуплоскостями /7, и П›, параллельными оси

ОО’ и друг другу. В фокальной плоскости линзы на оси ОО’ распо-

ложен точечный монохроматический источник света 5 (рис. 4.37)."
"task_0598","4.70","4","70","152","152","4.70. Тонкая рассеивающая линза диаметром D = 4,5 см с фокус-
ным расстоянием F = 100 см разрезана по диаметру, и ее половинки
раздвинуты симметрично относительно ее главной оптической оси
ОО' на расстояние а = 1 см. Сверху и снизу половинки линзы ограни-
чены двумя зеркальными полуплоскостями IT, и П», параллельными
оси ОО' и друг другу. В фокальной плоскости линзы на оси ОО’ распо-
ложен точечный монохроматический источник света 5 (рис. 4.38).

1) Найти расстояние между изображениями источника S в поло-
винках линзы.

2) При каком минимальном расстоянии L в центре экрана Э (около
оси ОО’) можно наблюдать интерференционную картину от лучей,
предварительно прошедших половинки линзы? (Билет 10, 1996)"
"task_0599","4.71","4","71","152","152","4.71. Тонкая собирающая линза
диаметром D=4cm с фокусным т 9

расстоянием F = 60 cm разрезана по $ a
диаметру, и ее половинки раздви- О 0'
нуты симметрично относительно ее Ty
главной оптической оси ОО’ на рас- ПИН
стояние а = 0,5 см. Сверху и снизу F/2 L
половинки линзы ограничены дву- Рис. 4.39.
мя зеркальными полуплоскостями
IT, и П», параллельными оси OO' и друг другу. На расстоянии F/2 на
оси ОО’ расположен точечный монохроматический источник света 5
(рис. 4.39).
| 1) Найти расстояние между изображениями источника 5 в поло-
винках линзы.

2) При каком минимальном расстоянии L в центре экрана Э (око-
ло оси ОО’) можно наблюдать интерференционную картину от лу-
чей, предварительно прошедших половинки линзы? (Билет 11, 1996)"
"task_0600","4.73","4","73","153","153","4.73. Показатель преломления некоторой плоской среды имеет за-
висимость от координат У: при У<0 п=и, (т =1,4); при
O<Y<H n(Y)=ny—kY, me k — константа (k=0,2m', а
H=2m); при Y>H n=1. На плоскость У = 0 падает узкий пучок
света под углом падения а = 60° (рис. 4.41). На какую максималь-
ную глубину А сможет проникнуть световой луч? (Билет 1, 1997)"
"task_0601","4.74","4","74","153","153","4.74. Высокий прямоугольный сосуд разделен вертикальной пере-
городкой на два отсека (рис. 4.42). Первый отсек заполнен жидко-
стью с показателем преломления n, = 1,4, а второй — с показателем
преломления п. < п,. На дно первого отсека падает узкий пучок све-
та под углом а = 30°. При каких значениях показателя преломления
п, луч не сможет проникнуть во второй отсек? Все вертикальные
стенки и дно являются прозрачными плоскопараллельными пласти-
нами. (Билет 2, 1997)"
