task_id,task_number,group_id,group_pos,neighbor_rank,neighbor_task_id,neighbor_task_number,neighbor_group_id,neighbor_group_pos,similarity
"task_0624","4.60","4_015","4","3","task_0623","4.59","4_015","3","0.549507"
"task_0624","4.60","4_015","4","4","task_0646","4.82","4_021","2","0.282157"
"task_0624","4.60","4_015","4","5","task_0665","4.101","4_026","1","0.277094"
"task_0624","4.60","4_015","4","6","task_0667","4.103","4_026","3","0.264242"
"task_0624","4.60","4_015","4","7","task_0617","4.53","4_014","1","0.257585"
"task_0624","4.60","4_015","4","8","task_0673","4.109","4_028","1","0.247474"
"task_0624","4.60","4_015","4","9","task_0641","4.77","4_020","1","0.247401"
"task_0624","4.60","4_015","4","10","task_0619","4.55","4_014","3","0.246673"
"task_0625","4.61","4_016","1","1","task_0627","4.63","4_016","3","0.717496"
"task_0625","4.61","4_016","1","2","task_0626","4.62","4_016","2","0.46117"
"task_0625","4.61","4_016","1","3","task_0628","4.64","4_016","4","0.237224"
"task_0625","4.61","4_016","1","4","task_0665","4.101","4_026","1","0.202615"
"task_0625","4.61","4_016","1","5","task_0624","4.60","4_015","4","0.191292"
"task_0625","4.61","4_016","1","6","task_0645","4.81","4_021","1","0.183432"
"task_0625","4.61","4_016","1","7","task_0622","4.58","4_015","2","0.160308"
"task_0625","4.61","4_016","1","8","task_0677","4.113","4_029","1","0.159775"
"task_0625","4.61","4_016","1","9","task_0683","4.119","4_030","3","0.153538"
"task_0625","4.61","4_016","1","10","task_0623","4.59","4_015","3","0.151786"
"task_0626","4.62","4_016","2","1","task_0625","4.61","4_016","1","0.46117"
"task_0626","4.62","4_016","2","2","task_0628","4.64","4_016","4","0.416539"
"task_0626","4.62","4_016","2","3","task_0627","4.63","4_016","3","0.380398"
"task_0626","4.62","4_016","2","4","task_0665","4.101","4_026","1","0.246549"
"task_0626","4.62","4_016","2","5","task_0624","4.60","4_015","4","0.233864"
"task_0626","4.62","4_016","2","6","task_0621","4.57","4_015","1","0.233338"
"task_0626","4.62","4_016","2","7","task_0623","4.59","4_015","3","0.232647"
"task_0626","4.62","4_016","2","8","task_0641","4.77","4_020","1","0.215644"
"task_0626","4.62","4_016","2","9","task_0645","4.81","4_021","1","0.215324"
"task_0626","4.62","4_016","2","10","task_0619","4.55","4_014","3","0.207982"
"task_0627","4.63","4_016","3","1","task_0625","4.61","4_016","1","0.717496"
"task_0627","4.63","4_016","3","2","task_0626","4.62","4_016","2","0.380398"
"task_0627","4.63","4_016","3","3","task_0628","4.64","4_016","4","0.234995"
"task_0627","4.63","4_016","3","4","task_0624","4.60","4_015","4","0.186708"
"task_0627","4.63","4_016","3","5","task_0665","4.101","4_026","1","0.183219"
"task_0627","4.63","4_016","3","6","task_0645","4.81","4_021","1","0.18137"
"task_0627","4.63","4_016","3","7","task_0623","4.59","4_015","3","0.174119"
"task_0627","4.63","4_016","3","8","task_0677","4.113","4_029","1","0.171475"
"task_0627","4.63","4_016","3","9","task_0622","4.58","4_015","2","0.168103"
"task_0627","4.63","4_016","3","10","task_0621","4.57","4_015","1","0.163411"
"task_0628","4.64","4_016","4","1","task_0626","4.62","4_016","2","0.416539"
"task_0628","4.64","4_016","4","2","task_0675","4.111","4_028","3","0.242599"
"task_0628","4.64","4_016","4","3","task_0673","4.109","4_028","1","0.241358"
"task_0628","4.64","4_016","4","4","task_0674","4.110","4_028","2","0.240467"
"task_0628","4.64","4_016","4","5","task_0676","4.112","4_028","4","0.237675"
"task_0628","4.64","4_016","4","6","task_0625","4.61","4_016","1","0.237224"
"task_0628","4.64","4_016","4","7","task_0627","4.63","4_016","3","0.234995"
"task_0628","4.64","4_016","4","8","task_0645","4.81","4_021","1","0.227558"
"task_0628","4.64","4_016","4","9","task_0665","4.101","4_026","1","0.220527"
"task_0628","4.64","4_016","4","10","task_0621","4.57","4_015","1","0.217178"
"task_0629","4.65","4_017","1","1","task_0631","4.67","4_017","3","0.447183"
"task_0629","4.65","4_017","1","2","task_0630","4.66","4_017","2","0.317642"
"task_0629","4.65","4_017","1","3","task_0632","4.68","4_017","4","0.305553"
"task_0629","4.65","4_017","1","4","task_0619","4.55","4_014","3","0.147768"
"task_0629","4.65","4_017","1","5","task_0617","4.53","4_014","1","0.138688"
"task_0629","4.65","4_017","1","6","task_0618","4.54","4_014","2","0.110023"
"task_0629","4.65","4_017","1","7","task_0620","4.56","4_014","4","0.108668"
"task_0629","4.65","4_017","1","8","task_0649","4.85","4_022","1","0.104773"
"task_0629","4.65","4_017","1","9","task_0684","4.120","4_030","4","0.084363"
"task_0629","4.65","4_017","1","10","task_0626","4.62","4_016","2","0.075346"
"task_0630","4.66","4_017","2","1","task_0632","4.68","4_017","4","0.769621"
"task_0630","4.66","4_017","2","2","task_0631","4.67","4_017","3","0.457009"
"task_0630","4.66","4_017","2","3","task_0629","4.65","4_017","1","0.317642"
"task_0630","4.66","4_017","2","4","task_0649","4.85","4_022","1","0.104281"
"task_0630","4.66","4_017","2","5","task_0653","4.89","4_023","1","0.097167"
"task_0630","4.66","4_017","2","6","task_0642","4.78","4_020","2","0.082071"
"task_0630","4.66","4_017","2","7","task_0626","4.62","4_016","2","0.076899"
"task_0630","4.66","4_017","2","8","task_0619","4.55","4_014","3","0.069706"
"task_0630","4.66","4_017","2","9","task_0719","4.155","4_039","3","0.069304"
"task_0630","4.66","4_017","2","10","task_0652","4.88","4_022","4","0.066509"
"task_0631","4.67","4_017","3","1","task_0632","4.68","4_017","4","0.459414"
"task_0631","4.67","4_017","3","2","task_0630","4.66","4_017","2","0.457009"
"task_0631","4.67","4_017","3","3","task_0629","4.65","4_017","1","0.447183"
"task_0631","4.67","4_017","3","4","task_0649","4.85","4_022","1","0.17682"
"task_0631","4.67","4_017","3","5","task_0687","4.123","4_031","3","0.099204"
"task_0631","4.67","4_017","3","6","task_0685","4.121","4_031","1","0.090507"
"task_0631","4.67","4_017","3","7","task_0666","4.102","4_026","2","0.088347"
"task_0631","4.67","4_017","3","8","task_0651","4.87","4_022","3","0.088285"
"task_0631","4.67","4_017","3","9","task_0626","4.62","4_016","2","0.086214"
"task_0631","4.67","4_017","3","10","task_0686","4.122","4_031","2","0.085771"
"task_0632","4.68","4_017","4","1","task_0630","4.66","4_017","2","0.769621"
"task_0632","4.68","4_017","4","2","task_0631","4.67","4_017","3","0.459414"
"task_0632","4.68","4_017","4","3","task_0629","4.65","4_017","1","0.305553"
"task_0632","4.68","4_017","4","4","task_0649","4.85","4_022","1","0.115045"
"task_0632","4.68","4_017","4","5","task_0653","4.89","4_023","1","0.097242"
"task_0632","4.68","4_017","4","6","task_0542","3.195","3_049","2","0.094284"
"task_0632","4.68","4_017","4","7","task_0619","4.55","4_014","3","0.083834"
"task_0632","4.68","4_017","4","8","task_0626","4.62","4_016","2","0.078687"
"task_0632","4.68","4_017","4","9","task_0701","4.137","4_035","1","0.07561"
"task_0632","4.68","4_017","4","10","task_0666","4.102","4_026","2","0.071709"
"task_0633","4.69","4_018","1","1","task_0634","4.70","4_018","2","0.767973"
"task_0633","4.69","4_018","1","2","task_0635","4.71","4_018","3","0.754996"
"task_0633","4.69","4_018","1","3","task_0636","4.72","4_018","4","0.628727"
"task_0633","4.69","4_018","1","4","task_0621","4.57","4_015","1","0.16686"
"task_0633","4.69","4_018","1","5","task_0675","4.111","4_028","3","0.162757"
"task_0633","4.69","4_018","1","6","task_0673","4.109","4_028","1","0.161924"
"task_0633","4.69","4_018","1","7","task_0674","4.110","4_028","2","0.161326"
"task_0633","4.69","4_018","1","8","task_0623","4.59","4_015","3","0.159678"
"task_0633","4.69","4_018","1","9","task_0676","4.112","4_028","4","0.157631"
"task_0633","4.69","4_018","1","10","task_0695","4.131","4_033","3","0.154377"
"task_0634","4.70","4_018","2","1","task_0635","4.71","4_018","3","0.902703"
"task_0634","4.70","4_018","2","2","task_0636","4.72","4_018","4","0.840249"
"task_0634","4.70","4_018","2","3","task_0633","4.69","4_018","1","0.767973"
"task_0634","4.70","4_018","2","4","task_0621","4.57","4_015","1","0.159624"
"task_0634","4.70","4_018","2","5","task_0695","4.131","4_033","3","0.158728"
"task_0634","4.70","4_018","2","6","task_0623","4.59","4_015","3","0.152753"
"task_0634","4.70","4_018","2","7","task_0674","4.110","4_028","2","0.144832"
"task_0634","4.70","4_018","2","8","task_0675","4.111","4_028","3","0.143983"
"task_0634","4.70","4_018","2","9","task_0673","4.109","4_028","1","0.143246"
"task_0634","4.70","4_018","2","10","task_0627","4.63","4_016","3","0.142811"
"task_0635","4.71","4_018","3","1","task_0634","4.70","4_018","2","0.902703"
"task_0635","4.71","4_018","3","2","task_0636","4.72","4_018","4","0.835022"
"task_0635","4.71","4_018","3","3","task_0633","4.69","4_018","1","0.754996"
"task_0635","4.71","4_018","3","4","task_0676","4.112","4_028","4","0.154588"
"task_0635","4.71","4_018","3","5","task_0675","4.111","4_028","3","0.147863"
"task_0635","4.71","4_018","3","6","task_0695","4.131","4_033","3","0.147703"
"task_0635","4.71","4_018","3","7","task_0673","4.109","4_028","1","0.147106"
"task_0635","4.71","4_018","3","8","task_0674","4.110","4_028","2","0.146563"
"task_0635","4.71","4_018","3","9","task_0665","4.101","4_026","1","0.146451"
"task_0635","4.71","4_018","3","10","task_0626","4.62","4_016","2","0.14605"
"task_0636","4.72","4_018","4","1","task_0634","4.70","4_018","2","0.840249"
"task_0636","4.72","4_018","4","2","task_0635","4.71","4_018","3","0.835022"
"task_0636","4.72","4_018","4","3","task_0633","4.69","4_018","1","0.628727"
"task_0636","4.72","4_018","4","4","task_0695","4.131","4_033","3","0.16413"
"task_0636","4.72","4_018","4","5","task_0665","4.101","4_026","1","0.138112"
"task_0636","4.72","4_018","4","6","task_0624","4.60","4_015","4","0.133615"
"task_0636","4.72","4_018","4","7","task_0693","4.129","4_033","1","0.127957"
"task_0636","4.72","4_018","4","8","task_0666","4.102","4_026","2","0.127652"
"task_0636","4.72","4_018","4","9","task_0645","4.81","4_021","1","0.124979"
"task_0636","4.72","4_018","4","10","task_0594","4.30","4_008","2","0.124801"
"task_0637","4.73","4_019","1","1","task_0639","4.75","4_019","3","0.349185"
"task_0637","4.73","4_019","1","2","task_0638","4.74","4_019","2","0.156295"
"task_0637","4.73","4_019","1","3","task_0717","4.153","4_039","1","0.102437"
"task_0637","4.73","4_019","1","4","task_0640","4.76","4_019","4","0.092312"
"task_0637","4.73","4_019","1","5","task_0594","4.30","4_008","2","0.087075"
"task_0637","4.73","4_019","1","6","task_0596","4.32","4_008","4","0.086533"
"task_0637","4.73","4_019","1","7","task_0697","4.133","4_034","1","0.085577"
"task_0637","4.73","4_019","1","8","task_0700","4.136","4_034","4","0.076978"
"task_0637","4.73","4_019","1","9","task_0699","4.135","4_034","3","0.067916"
"task_0637","4.73","4_019","1","10","task_0607","4.43","4_011","3","0.063697"
"task_0638","4.74","4_019","2","1","task_0640","4.76","4_019","4","0.77058"
"task_0638","4.74","4_019","2","2","task_0637","4.73","4_019","1","0.156295"
"task_0638","4.74","4_019","2","3","task_0662","4.98","4_025","2","0.113638"
"task_0638","4.74","4_019","2","4","task_0703","4.139","4_035","3","0.07649"
"task_0638","4.74","4_019","2","5","task_0700","4.136","4_034","4","0.072659"
"task_0638","4.74","4_019","2","6","task_0615","4.51","4_013","3","0.06667"
"task_0638","4.74","4_019","2","7","task_0565","4.1","4_001","1","0.065922"
"task_0638","4.74","4_019","2","8","task_0704","4.140","4_035","4","0.065833"
"task_0638","4.74","4_019","2","9","task_0697","4.133","4_034","1","0.062747"
"task_0638","4.74","4_019","2","10","task_0613","4.49","4_013","1","0.059062"
"task_0639","4.75","4_019","3","1","task_0637","4.73","4_019","1","0.349185"
"task_0639","4.75","4_019","3","2","task_0328","2.140","2_035","4","0.066712"
"task_0639","4.75","4_019","3","3","task_0594","4.30","4_008","2","0.060048"
"task_0639","4.75","4_019","3","4","task_0596","4.32","4_008","4","0.059675"
"task_0639","4.75","4_019","3","5","task_0670","4.106","4_027","2","0.059341"
"task_0639","4.75","4_019","3","6","task_0672","4.108","4_027","4","0.058479"
"task_0639","4.75","4_019","3","7","task_0703","4.139","4_035","3","0.057494"
"task_0639","4.75","4_019","3","8","task_0603","4.39","4_010","3","0.053933"
"task_0639","4.75","4_019","3","9","task_0565","4.1","4_001","1","0.053736"
"task_0639","4.75","4_019","3","10","task_0073","1.73","1_019","1","0.052752"
"task_0640","4.76","4_019","4","1","task_0638","4.74","4_019","2","0.77058"
"task_0640","4.76","4_019","4","2","task_0637","4.73","4_019","1","0.092312"
"task_0640","4.76","4_019","4","3","task_0662","4.98","4_025","2","0.088305"
"task_0640","4.76","4_019","4","4","task_0615","4.51","4_013","3","0.081468"
"task_0640","4.76","4_019","4","5","task_0613","4.49","4_013","1","0.072961"
"task_0640","4.76","4_019","4","6","task_0703","4.139","4_035","3","0.066364"
"task_0640","4.76","4_019","4","7","task_0704","4.140","4_035","4","0.057192"
"task_0640","4.76","4_019","4","8","task_0155","1.155","1_039","3","0.056723"
"task_0640","4.76","4_019","4","9","task_0396","3.49","3_013","1","0.055774"
"task_0640","4.76","4_019","4","10","task_0604","4.40","4_010","4","0.052341"
"task_0641","4.77","4_020","1","1","task_0643","4.79","4_020","3","0.300644"
"task_0641","4.77","4_020","1","2","task_0624","4.60","4_015","4","0.247401"
"task_0641","4.77","4_020","1","3","task_0618","4.54","4_014","2","0.23479"
"task_0641","4.77","4_020","1","4","task_0621","4.57","4_015","1","0.228292"
"task_0641","4.77","4_020","1","5","task_0623","4.59","4_015","3","0.227149"
"task_0641","4.77","4_020","1","6","task_0622","4.58","4_015","2","0.218347"
"task_0641","4.77","4_020","1","7","task_0617","4.53","4_014","1","0.217092"
"task_0641","4.77","4_020","1","8","task_0626","4.62","4_016","2","0.215644"
"task_0641","4.77","4_020","1","9","task_0620","4.56","4_014","4","0.213847"
"task_0641","4.77","4_020","1","10","task_0673","4.109","4_028","1","0.21361"
"task_0642","4.78","4_020","2","1","task_0644","4.80","4_020","4","0.323147"
"task_0642","4.78","4_020","2","2","task_0615","4.51","4_013","3","0.196123"
"task_0642","4.78","4_020","2","3","task_0649","4.85","4_022","1","0.161531"
"task_0642","4.78","4_020","2","4","task_0689","4.125","4_032","1","0.14729"
"task_0642","4.78","4_020","2","5","task_0613","4.49","4_013","1","0.11558"
"task_0642","4.78","4_020","2","6","task_0641","4.77","4_020","1","0.09965"
"task_0642","4.78","4_020","2","7","task_0620","4.56","4_014","4","0.094972"
"task_0642","4.78","4_020","2","8","task_0683","4.119","4_030","3","0.093683"
"task_0642","4.78","4_020","2","9","task_0667","4.103","4_026","3","0.086483"
"task_0642","4.78","4_020","2","10","task_0661","4.97","4_025","1","0.083089"
"task_0643","4.79","4_020","3","1","task_0641","4.77","4_020","1","0.300644"
"task_0643","4.79","4_020","3","2","task_0665","4.101","4_026","1","0.218743"
"task_0643","4.79","4_020","3","3","task_0674","4.110","4_028","2","0.217059"
"task_0643","4.79","4_020","3","4","task_0624","4.60","4_015","4","0.204857"
"task_0643","4.79","4_020","3","5","task_0621","4.57","4_015","1","0.203419"
"task_0643","4.79","4_020","3","6","task_0623","4.59","4_015","3","0.197681"
"task_0643","4.79","4_020","3","7","task_0675","4.111","4_028","3","0.195427"
"task_0643","4.79","4_020","3","8","task_0673","4.109","4_028","1","0.194427"
"task_0643","4.79","4_020","3","9","task_0676","4.112","4_028","4","0.189847"
"task_0643","4.79","4_020","3","10","task_0626","4.62","4_016","2","0.168304"
"task_0644","4.80","4_020","4","1","task_0642","4.78","4_020","2","0.323147"
"task_0644","4.80","4_020","4","2","task_0613","4.49","4_013","1","0.130623"
"task_0644","4.80","4_020","4","3","task_0620","4.56","4_014","4","0.112862"
"task_0644","4.80","4_020","4","4","task_0683","4.119","4_030","3","0.095447"
"task_0644","4.80","4_020","4","5","task_0661","4.97","4_025","1","0.094288"
"task_0644","4.80","4_020","4","6","task_0691","4.127","4_032","3","0.092214"
"task_0644","4.80","4_020","4","7","task_0667","4.103","4_026","3","0.089582"
"task_0644","4.80","4_020","4","8","task_0615","4.51","4_013","3","0.087161"
"task_0644","4.80","4_020","4","9","task_0619","4.55","4_014","3","0.084821"
"task_0644","4.80","4_020","4","10","task_0689","4.125","4_032","1","0.082632"
"task_0645","4.81","4_021","1","1","task_0647","4.83","4_021","3","0.292375"
"task_0645","4.81","4_021","1","2","task_0683","4.119","4_030","3","0.29196"
"task_0645","4.81","4_021","1","3","task_0677","4.113","4_029","1","0.272099"
"task_0645","4.81","4_021","1","4","task_0675","4.111","4_028","3","0.270096"
"task_0645","4.81","4_021","1","5","task_0673","4.109","4_028","1","0.268713"
"task_0645","4.81","4_021","1","6","task_0676","4.112","4_028","4","0.263752"
"task_0645","4.81","4_021","1","7","task_0674","4.110","4_028","2","0.253909"
"task_0645","4.81","4_021","1","8","task_0622","4.58","4_015","2","0.244201"
"task_0645","4.81","4_021","1","9","task_0621","4.57","4_015","1","0.239193"
"task_0645","4.81","4_021","1","10","task_0686","4.122","4_031","2","0.23761"
"task_0646","4.82","4_021","2","1","task_0648","4.84","4_021","4","0.643956"
"task_0646","4.82","4_021","2","2","task_0691","4.127","4_032","3","0.287538"
"task_0646","4.82","4_021","2","3","task_0689","4.125","4_032","1","0.285833"
"task_0646","4.82","4_021","2","4","task_0622","4.58","4_015","2","0.282608"
"task_0646","4.82","4_021","2","5","task_0624","4.60","4_015","4","0.282157"
"task_0646","4.82","4_021","2","6","task_0690","4.126","4_032","2","0.280555"
"task_0646","4.82","4_021","2","7","task_0621","4.57","4_015","1","0.251687"
"task_0646","4.82","4_021","2","8","task_0573","4.9","4_003","1","0.250662"
"task_0646","4.82","4_021","2","9","task_0623","4.59","4_015","3","0.249381"
"task_0646","4.82","4_021","2","10","task_0612","4.48","4_012","4","0.205616"
"task_0647","4.83","4_021","3","1","task_0645","4.81","4_021","1","0.292375"
"task_0647","4.83","4_021","3","2","task_0576","4.12","4_003","4","0.228846"
"task_0647","4.83","4_021","3","3","task_0683","4.119","4_030","3","0.227222"
"task_0647","4.83","4_021","3","4","task_0668","4.104","4_026","4","0.210901"
"task_0647","4.83","4_021","3","5","task_0574","4.10","4_003","2","0.201754"
"task_0647","4.83","4_021","3","6","task_0665","4.101","4_026","1","0.19413"
"task_0647","4.83","4_021","3","7","task_0575","4.11","4_003","3","0.19333"
"task_0647","4.83","4_021","3","8","task_0695","4.131","4_033","3","0.189642"
"task_0647","4.83","4_021","3","9","task_0646","4.82","4_021","2","0.188437"
"task_0647","4.83","4_021","3","10","task_0621","4.57","4_015","1","0.181106"
"task_0648","4.84","4_021","4","1","task_0646","4.82","4_021","2","0.643956"
"task_0648","4.84","4_021","4","2","task_0690","4.126","4_032","2","0.308234"
"task_0648","4.84","4_021","4","3","task_0689","4.125","4_032","1","0.236978"
"task_0648","4.84","4_021","4","4","task_0623","4.59","4_015","3","0.236414"
"task_0648","4.84","4_021","4","5","task_0691","4.127","4_032","3","0.234765"
"task_0648","4.84","4_021","4","6","task_0621","4.57","4_015","1","0.227457"
"task_0648","4.84","4_021","4","7","task_0573","4.9","4_003","1","0.224674"
"task_0648","4.84","4_021","4","8","task_0692","4.128","4_032","4","0.220096"
"task_0648","4.84","4_021","4","9","task_0624","4.60","4_015","4","0.20182"
"task_0648","4.84","4_021","4","10","task_0622","4.58","4_015","2","0.201005"
"task_0649","4.85","4_022","1","1","task_0689","4.125","4_032","1","0.273867"
"task_0649","4.85","4_022","1","2","task_0652","4.88","4_022","4","0.242974"
"task_0649","4.85","4_022","1","3","task_0650","4.86","4_022","2","0.225196"
"task_0649","4.85","4_022","1","4","task_0651","4.87","4_022","3","0.216518"
"task_0649","4.85","4_022","1","5","task_0615","4.51","4_013","3","0.206473"
"task_0649","4.85","4_022","1","6","task_0691","4.127","4_032","3","0.191789"
"task_0649","4.85","4_022","1","7","task_0631","4.67","4_017","3","0.17682"
"task_0649","4.85","4_022","1","8","task_0642","4.78","4_020","2","0.161531"
"task_0649","4.85","4_022","1","9","task_0692","4.128","4_032","4","0.159007"
"task_0649","4.85","4_022","1","10","task_0573","4.9","4_003","1","0.140576"
"task_0650","4.86","4_022","2","1","task_0652","4.88","4_022","4","0.503843"
"task_0650","4.86","4_022","2","2","task_0649","4.85","4_022","1","0.225196"
"task_0650","4.86","4_022","2","3","task_0691","4.127","4_032","3","0.154319"
"task_0650","4.86","4_022","2","4","task_0689","4.125","4_032","1","0.147784"
"task_0650","4.86","4_022","2","5","task_0573","4.9","4_003","1","0.137926"
"task_0650","4.86","4_022","2","6","task_0681","4.117","4_030","1","0.137463"
"task_0650","4.86","4_022","2","7","task_0679","4.115","4_029","3","0.135045"
"task_0650","4.86","4_022","2","8","task_0667","4.103","4_026","3","0.129866"
"task_0650","4.86","4_022","2","9","task_0619","4.55","4_014","3","0.128583"
"task_0650","4.86","4_022","2","10","task_0617","4.53","4_014","1","0.123103"
"task_0651","4.87","4_022","3","1","task_0649","4.85","4_022","1","0.216518"
"task_0651","4.87","4_022","3","2","task_0652","4.88","4_022","4","0.112502"
"task_0651","4.87","4_022","3","3","task_0719","4.155","4_039","3","0.10475"
"task_0651","4.87","4_022","3","4","task_0707","4.143","4_036","3","0.101258"
"task_0651","4.87","4_022","3","5","task_0664","4.100","4_025","4","0.095445"
"task_0651","4.87","4_022","3","6","task_0720","4.156","4_039","4","0.094698"
"task_0651","4.87","4_022","3","7","task_0718","4.154","4_039","2","0.094599"
"task_0651","4.87","4_022","3","8","task_0717","4.153","4_039","1","0.09087"
"task_0651","4.87","4_022","3","9","task_0631","4.67","4_017","3","0.088285"
"task_0651","4.87","4_022","3","10","task_0681","4.117","4_030","1","0.087641"
"task_0652","4.88","4_022","4","1","task_0650","4.86","4_022","2","0.503843"
"task_0652","4.88","4_022","4","2","task_0649","4.85","4_022","1","0.242974"
"task_0652","4.88","4_022","4","3","task_0691","4.127","4_032","3","0.175546"
"task_0652","4.88","4_022","4","4","task_0689","4.125","4_032","1","0.168796"
"task_0652","4.88","4_022","4","5","task_0681","4.117","4_030","1","0.1501"
"task_0652","4.88","4_022","4","6","task_0685","4.121","4_031","1","0.147736"
"task_0652","4.88","4_022","4","7","task_0679","4.115","4_029","3","0.147459"
"task_0652","4.88","4_022","4","8","task_0667","4.103","4_026","3","0.141804"
"task_0652","4.88","4_022","4","9","task_0573","4.9","4_003","1","0.138718"
"task_0652","4.88","4_022","4","10","task_0717","4.153","4_039","1","0.138283"
"task_0653","4.89","4_023","1","1","task_0632","4.68","4_017","4","0.097242"
"task_0653","4.89","4_023","1","2","task_0630","4.66","4_017","2","0.097167"
"task_0653","4.89","4_023","1","3","task_0649","4.85","4_022","1","0.079837"
"task_0653","4.89","4_023","1","4","task_0631","4.67","4_017","3","0.075627"
"task_0653","4.89","4_023","1","5","task_0686","4.122","4_031","2","0.071671"
"task_0653","4.89","4_023","1","6","task_0651","4.87","4_022","3","0.067068"
"task_0653","4.89","4_023","1","7","task_0720","4.156","4_039","4","0.063273"
"task_0653","4.89","4_023","1","8","task_0594","4.30","4_008","2","0.063258"
"task_0653","4.89","4_023","1","9","task_0718","4.154","4_039","2","0.063207"
"task_0653","4.89","4_023","1","10","task_0596","4.32","4_008","4","0.062865"
"task_0654","4.90","4_023","2","1","task_0655","4.91","4_023","3","0.111035"
"task_0654","4.90","4_023","2","2","task_0671","4.107","4_027","3","0.086028"
"task_0654","4.90","4_023","2","3","task_0571","4.7","4_002","3","0.083583"
"task_0654","4.90","4_023","2","4","task_0670","4.106","4_027","2","0.076451"
"task_0654","4.90","4_023","2","5","task_0669","4.105","4_027","1","0.075899"
"task_0654","4.90","4_023","2","6","task_0672","4.108","4_027","4","0.07534"
"task_0654","4.90","4_023","2","7","task_0594","4.30","4_008","2","0.063297"
"task_0654","4.90","4_023","2","8","task_0596","4.32","4_008","4","0.062903"
"task_0654","4.90","4_023","2","9","task_0653","4.89","4_023","1","0.061775"
"task_0654","4.90","4_023","2","10","task_0645","4.81","4_021","1","0.061421"
"task_0655","4.91","4_023","3","1","task_0654","4.90","4_023","2","0.111035"
"task_0655","4.91","4_023","3","2","task_0670","4.106","4_027","2","0.102591"
"task_0655","4.91","4_023","3","3","task_0672","4.108","4_027","4","0.101101"
"task_0655","4.91","4_023","3","4","task_0703","4.139","4_035","3","0.098914"
"task_0655","4.91","4_023","3","5","task_0656","4.92","4_023","4","0.088542"
"task_0655","4.91","4_023","3","6","task_0596","4.32","4_008","4","0.079808"
"task_0655","4.91","4_023","3","7","task_0645","4.81","4_021","1","0.079047"
"task_0655","4.91","4_023","3","8","task_0647","4.83","4_021","3","0.074607"
"task_0655","4.91","4_023","3","9","task_0575","4.11","4_003","3","0.073547"
"task_0655","4.91","4_023","3","10","task_0565","4.1","4_001","1","0.071103"
"task_0656","4.92","4_023","4","1","task_0230","2.42","2_011","2","0.096227"
"task_0656","4.92","4_023","4","2","task_0614","4.50","4_013","2","0.089983"
"task_0656","4.92","4_023","4","3","task_0655","4.91","4_023","3","0.088542"
"task_0656","4.92","4_023","4","4","task_0602","4.38","4_010","2","0.084472"
"task_0656","4.92","4_023","4","5","task_0661","4.97","4_025","1","0.077411"
"task_0656","4.92","4_023","4","6","task_0647","4.83","4_021","3","0.077165"
"task_0656","4.92","4_023","4","7","task_0645","4.81","4_021","1","0.069925"
"task_0656","4.92","4_023","4","8","task_0615","4.51","4_013","3","0.068931"
"task_0656","4.92","4_023","4","9","task_0663","4.99","4_025","3","0.06878"
"task_0656","4.92","4_023","4","10","task_0613","4.49","4_013","1","0.066674"
"task_0657","4.93","4_024","1","1","task_0659","4.95","4_024","3","0.263073"
"task_0657","4.93","4_024","1","2","task_0658","4.94","4_024","2","0.085915"
"task_0657","4.93","4_024","1","3","task_0599","4.35","4_009","3","0.068953"
"task_0657","4.93","4_024","1","4","task_0624","4.60","4_015","4","0.04841"
"task_0657","4.93","4_024","1","5","task_0626","4.62","4_016","2","0.047734"
"task_0657","4.93","4_024","1","6","task_0665","4.101","4_026","1","0.046837"
"task_0657","4.93","4_024","1","7","task_0622","4.58","4_015","2","0.046501"
"task_0657","4.93","4_024","1","8","task_0655","4.91","4_023","3","0.046204"
"task_0657","4.93","4_024","1","9","task_0597","4.33","4_009","1","0.044125"
"task_0657","4.93","4_024","1","10","task_0585","4.21","4_006","1","0.04275"
"task_0658","4.94","4_024","2","1","task_0660","4.96","4_024","4","0.449155"
"task_0658","4.94","4_024","2","2","task_0659","4.95","4_024","3","0.126421"
"task_0658","4.94","4_024","2","3","task_0657","4.93","4_024","1","0.085915"
"task_0658","4.94","4_024","2","4","task_0709","4.145","4_037","1","0.052173"
"task_0658","4.94","4_024","2","5","task_0585","4.21","4_006","1","0.049234"
"task_0658","4.94","4_024","2","6","task_0693","4.129","4_033","1","0.048312"
"task_0658","4.94","4_024","2","7","task_0101","1.101","1_026","1","0.048172"
"task_0658","4.94","4_024","2","8","task_0695","4.131","4_033","3","0.045344"
"task_0658","4.94","4_024","2","9","task_0668","4.104","4_026","4","0.042958"
"task_0658","4.94","4_024","2","10","task_0711","4.147","4_037","3","0.042667"
"task_0659","4.95","4_024","3","1","task_0657","4.93","4_024","1","0.263073"
"task_0659","4.95","4_024","3","2","task_0658","4.94","4_024","2","0.126421"
"task_0659","4.95","4_024","3","3","task_0660","4.96","4_024","4","0.080264"
"task_0659","4.95","4_024","3","4","task_0585","4.21","4_006","1","0.067642"
"task_0659","4.95","4_024","3","5","task_0664","4.100","4_025","4","0.062451"
"task_0659","4.95","4_024","3","6","task_0702","4.138","4_035","2","0.062147"
"task_0659","4.95","4_024","3","7","task_0633","4.69","4_018","1","0.059729"
"task_0659","4.95","4_024","3","8","task_0663","4.99","4_025","3","0.0584"
"task_0659","4.95","4_024","3","9","task_0665","4.101","4_026","1","0.057826"
